Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
BSMYWJ,LATAM,ORD,ATL,4,1,aventura,outono,8231.76,8181.87,9761.13,Não comprou
BHY6Q5,DELTA,HKG,YVR,4,0,aventura,inverno,11981.86,9700.59,9921.19,Não comprou
XSPJMI,LATAM,DFW,BCN,1,2,romântico,inverno,1128.20,1228.88,1073.82,Comprou
HD3X42,GOL,BRU,MAD,1,2,aventura,inverno,1631.21,1694.62,1809.43,Preferiu aguardar e comprou depois
73ZKLJ,AMERICAN,ATH,DXB,4,1,negócios,inverno,7175.70,7705.48,8417.09,Comprou
BR8G9O,AMERICAN,BRU,SYD,2,2,aventura,inverno,3751.76,4401.67,3820.65,Comprou
DO3MAM,GOL,CDG,JNB,4,2,aventura,verão,12564.03,10388.68,10424.25,Não comprou
93QOIG,DELTA,CPT,FRA,3,0,histórico,verão,9162.49,8562.37,8181.07,Não comprou
V81I6M,EMIRATES,DEL,BOS,3,1,família,verão,9090.53,9446.98,8401.91,Preferiu aguardar e comprou depois
BTUQTC,QATAR,MUC,SIN,3,1,romântico,inverno,6510.77,6387.16,6015.67,Não comprou
PB595W,AIR FRANCE,MAD,LHR,4,0,religioso,verão,19630.69,20468.53,21714.31,Preferiu aguardar e comprou depois
2AVP2A,EMIRATES,ATL,PVG,4,1,romântico,inverno,11688.40,13087.99,13513.58,Comprou
KA0VMU,QATAR,EWR,MIA,2,2,negócios,primavera,3538.33,3639.67,3757.10,Preferiu aguardar e comprou depois
ZWM3BL,AZUL,MUC,AKL,1,1,família,outono,1300.71,1505.19,1498.17,Comprou
QQ3MR3,UNITED,BRU,SIN,4,1,religioso,inverno,12822.47,10915.44,12940.12,Não comprou
K0VXVO,AZUL,BOM,MXP,4,0,negócios,inverno,9577.59,10717.58,10104.19,Comprou
HCDN8N,UNITED,LAS,BRU,2,1,negócios,inverno,3347.92,3464.63,3574.61,Preferiu aguardar e comprou depois
B87SUW,AZUL,SYD,IAH,1,2,histórico,primavera,943.36,908.55,817.92,Não comprou
EBN4I7,AZUL,SIN,ATL,2,0,família,outono,4860.77,4567.45,4166.72,Não comprou
J5B3OF,QATAR,LAS,LGW,3,2,negócios,inverno,4806.89,4746.80,4108.93,Não comprou
SBIFH1,AIR FRANCE,YVR,ATL,2,2,aventura,outono,3196.71,2775.92,2789.18,Não comprou
FPP1K3,AMERICAN,LAS,DOH,3,0,romântico,verão,9295.11,10917.93,10491.78,Preferiu aguardar e comprou depois
OB38ZX,KLM,SFO,BOM,2,1,histórico,outono,3431.44,3284.66,3561.10,Não comprou
8NAMBN,LATAM,ICN,HND,1,1,família,inverno,1022.70,1149.04,972.20,Comprou
HYX61W,EMIRATES,ATH,SYD,4,2,romântico,verão,14453.04,12466.47,12528.27,Não comprou
U4RP2A,QATAR,PHX,CDG,4,1,histórico,outono,9352.58,8474.07,9728.08,Não comprou
YEQT5P,GOL,DXB,BRU,4,0,família,primavera,9464.06,9356.39,8600.01,Não comprou
FZ2ONW,UNITED,ZRH,SEA,3,0,religioso,primavera,6709.31,7302.89,7897.60,Comprou
IK4GW7,LATAM,MIA,DFW,2,0,histórico,inverno,2937.85,2507.94,2229.19,Não comprou
S29FB0,UNITED,PEK,SYD,4,1,religioso,outono,12184.48,14457.28,13739.12,Comprou
351A7Y,DELTA,DOH,DEL,2,2,religioso,primavera,2903.32,2469.97,2939.69,Não comprou
YB511F,KLM,NRT,VIE,1,0,aventura,verão,2525.57,2271.53,1932.50,Não comprou
NBK8L6,AZUL,MAD,MXP,3,0,romântico,outono,5731.63,5638.49,5403.25,Não comprou
DMPV48,GOL,ATL,CPT,1,2,romântico,inverno,1434.32,1170.34,1275.29,Não comprou
K9I49Z,LATAM,JNB,JFK,1,1,família,primavera,1215.22,1122.57,1290.75,Não comprou
DA7LP9,AZUL,BOM,PHX,3,1,romântico,outono,7156.73,7586.55,6227.48,Comprou
01R8MD,LATAM,DEL,FRA,3,0,negócios,outono,7911.61,8754.03,9104.82,Comprou
5XDWJC,DELTA,JNB,IAH,3,1,negócios,inverno,5227.99,4341.75,4014.86,Não comprou
Y5IHBD,AIR FRANCE,CDG,YYZ,3,0,negócios,verão,6556.17,6871.75,8243.61,Preferiu aguardar e comprou depois
7KDD60,QATAR,DEN,LAS,2,2,romântico,primavera,2076.74,1693.43,1734.10,Não comprou
HWMR5X,UNITED,MXP,LGA,2,2,negócios,outono,3921.04,4349.94,3941.72,Preferiu aguardar e comprou depois
O44207,DELTA,LIS,AKL,2,0,religioso,primavera,2442.04,2927.93,2365.83,Comprou
TO4BBV,AZUL,EWR,LAS,3,0,família,verão,8556.70,10090.04,11199.81,Comprou
TZZA8F,AZUL,NRT,EWR,2,2,negócios,outono,2640.92,2484.96,2414.25,Não comprou
RRTLBS,EMIRATES,SYD,SFO,3,2,negócios,outono,6608.70,7121.52,5745.64,Preferiu aguardar e comprou depois
TOAN4Y,LATAM,VIE,LGW,4,0,família,primavera,12912.07,14850.91,15944.94,Comprou
3H7OYQ,KLM,BCN,HKG,4,1,histórico,verão,14844.96,14334.29,16453.88,Não comprou
TFO8UE,QATAR,PHX,YVR,2,1,aventura,verão,3832.18,4300.82,3825.77,Comprou
HLK8BS,GOL,VIE,DFW,1,2,negócios,outono,1284.68,1055.20,1212.13,Não comprou
7F0NI0,QATAR,ATL,SEA,2,2,família,outono,2445.83,2274.17,2653.46,Não comprou
BGLJCI,DELTA,ZRH,MUC,3,1,histórico,outono,5891.92,6946.31,5720.99,Preferiu aguardar e comprou depois
95N9QA,QATAR,HKG,DEN,4,2,histórico,inverno,10983.25,13115.17,13503.91,Preferiu aguardar e comprou depois
APS8DG,AMERICAN,NRT,JFK,1,2,histórico,verão,2051.33,2188.76,2189.55,Preferiu aguardar e comprou depois
BOIKI8,LATAM,BCN,CLT,2,0,negócios,inverno,3244.44,3892.79,3480.53,Comprou
YLC3DW,AIR FRANCE,SIN,FCO,2,0,histórico,primavera,3280.21,3546.27,2867.44,Comprou
01HBE4,LATAM,YVR,VIE,4,2,negócios,verão,15177.87,13278.19,10945.38,Não comprou
4ZB58N,AZUL,YYZ,ORD,4,2,aventura,verão,9965.73,8023.87,8853.72,Não comprou
07BW75,AZUL,HND,VIE,4,1,romântico,inverno,11144.11,12586.82,12767.84,Preferiu aguardar e comprou depois
DF4XHH,AZUL,HND,HKG,3,1,romântico,primavera,4596.98,4305.15,3944.90,Não comprou
OY01UU,KLM,LHR,DXB,4,0,aventura,verão,10602.18,12163.78,14479.25,Comprou
FOIBCI,DELTA,MUC,PHX,4,0,romântico,verão,10196.43,8737.99,7070.21,Não comprou
KZV9BR,UNITED,MIA,DOH,2,1,família,primavera,2187.80,2206.96,1789.98,Preferiu aguardar e comprou depois
MJ9TBU,DELTA,DOH,DUB,4,0,romântico,verão,16566.58,13746.02,12270.82,Não comprou
QQHZWB,QATAR,EWR,HND,2,0,religioso,inverno,3630.30,3935.03,4513.67,Comprou
654A57,GOL,SEA,VIE,2,2,religioso,inverno,3126.84,2594.60,2985.96,Não comprou
DNONF8,UNITED,BRU,LHR,1,2,romântico,outono,1162.16,1375.56,1529.81,Comprou
FLYXFH,GOL,BOS,ZRH,3,0,família,verão,10053.76,8713.50,9933.86,Não comprou
HDE05E,EMIRATES,BCN,AKL,2,2,romântico,inverno,4249.54,3876.09,3717.37,Não comprou
55GR2I,DELTA,LGW,LIS,1,2,religioso,outono,1011.21,1132.95,1222.44,Comprou
45661C,UNITED,YVR,ZRH,1,0,aventura,verão,2147.23,2412.60,2468.42,Preferiu aguardar e comprou depois
XTAO5G,LATAM,ATH,LGW,3,2,religioso,primavera,3673.56,3654.27,3737.85,Não comprou
3ERCCG,QATAR,DEN,DEL,2,1,família,inverno,4693.04,4712.16,4421.87,Preferiu aguardar e comprou depois
S9SPUP,DELTA,LAS,LGW,3,2,romântico,primavera,5210.01,6239.12,5892.71,Preferiu aguardar e comprou depois
TLF45J,LATAM,DXB,MUC,3,1,aventura,verão,6509.13,7739.34,9137.73,Preferiu aguardar e comprou depois
4D0QXJ,EMIRATES,LHR,JFK,3,0,família,inverno,5981.12,4918.53,4952.30,Não comprou
701ONB,QATAR,DUB,LIS,1,0,aventura,inverno,1603.20,1510.91,1482.90,Não comprou
G7167Z,LATAM,DXB,PVG,3,1,negócios,outono,7527.76,7123.63,6849.04,Não comprou
7AERNX,KLM,AKL,JFK,4,2,religioso,inverno,9938.75,10728.64,12412.20,Preferiu aguardar e comprou depois
JKL8PX,LATAM,MIA,ZRH,2,0,família,inverno,2409.78,2206.92,2153.75,Não comprou
O5QVW8,DELTA,VIE,DFW,4,2,família,inverno,11080.47,9047.63,7354.67,Não comprou
W05ILH,KLM,PHX,MAD,1,1,religioso,inverno,1201.55,1175.89,1399.76,Não comprou
EC8F61,KLM,DFW,BRU,1,0,religioso,inverno,2084.26,2076.28,2157.41,Não comprou
3O823K,DELTA,CPT,PEK,1,2,religioso,primavera,1016.46,1184.36,1042.49,Preferiu aguardar e comprou depois
PZJ3C2,AZUL,PVG,PHX,3,2,religioso,primavera,4510.49,4823.34,4004.69,Comprou
G9FSQD,UNITED,FRA,JFK,1,2,histórico,primavera,1137.59,920.40,963.57,Não comprou
6N21I5,AMERICAN,CPT,FCO,4,0,família,verão,12192.72,11863.21,9990.64,Não comprou
O98TJI,GOL,CLT,BOS,4,2,histórico,outono,7445.93,8445.16,9780.50,Comprou
88UP2X,LATAM,CLT,MEL,2,2,família,primavera,2921.52,3452.93,3480.39,Comprou
7GLGTF,EMIRATES,HND,FRA,4,2,histórico,primavera,9092.62,9749.13,10262.68,Comprou
26D3EH,GOL,DUB,CDG,4,0,negócios,outono,12424.82,14556.35,16501.02,Comprou
0YMKOV,GOL,DUB,SYD,3,0,aventura,outono,5976.68,4813.61,5484.27,Não comprou
2DB66H,GOL,ICN,FCO,3,2,romântico,verão,7451.93,7126.00,7038.26,Não comprou
EMTI8M,QATAR,DOH,BRU,2,1,aventura,inverno,3312.19,3092.18,3419.09,Não comprou
K7DBLP,GOL,IAH,CLT,3,1,religioso,verão,6657.96,6223.69,5623.93,Não comprou
SEY0ZN,AZUL,DEN,DFW,3,0,histórico,inverno,6992.13,8356.82,7603.71,Preferiu aguardar e comprou depois
T7REIT,EMIRATES,LHR,BRU,4,2,aventura,inverno,7093.57,8494.98,9409.08,Comprou
5O2Z13,KLM,BCN,DXB,4,2,família,primavera,6677.23,7401.23,5981.82,Preferiu aguardar e comprou depois
460Q93,EMIRATES,DEN,AMS,4,1,histórico,inverno,7857.93,8147.90,7000.49,Comprou
T9S2G2,AZUL,ATH,DOH,2,2,religioso,verão,5699.67,4620.88,4184.54,Não comprou
M9NONQ,AMERICAN,DEL,SIN,2,0,histórico,inverno,2564.43,2990.26,2810.68,Preferiu aguardar e comprou depois
Y1DCN6,QATAR,BOM,FRA,3,2,negócios,outono,6756.60,6896.31,8118.18,Preferiu aguardar e comprou depois
2QGYNH,LATAM,PVG,EWR,2,0,família,verão,6444.77,7674.78,8127.08,Preferiu aguardar e comprou depois
140SIB,GOL,FRA,MIA,2,1,negócios,primavera,3456.29,3543.73,4107.76,Comprou
492CRU,UNITED,YVR,LAS,1,2,negócios,verão,2482.59,2342.23,2706.87,Não comprou
NNVE2Z,AIR FRANCE,LHR,CPT,1,2,histórico,outono,1168.21,1008.35,828.17,Não comprou
WO1VGD,QATAR,EWR,HKG,2,2,histórico,primavera,1862.63,1691.97,1949.38,Não comprou
FIB6IJ,QATAR,VIE,DUB,4,2,aventura,primavera,8700.43,8418.27,9418.63,Não comprou
X8CBRH,GOL,SEA,HND,3,1,religioso,outono,4360.79,4543.75,3697.88,Comprou
16G6I6,KLM,ATH,MEL,4,0,romântico,verão,17072.49,15627.05,17189.42,Não comprou
LV8BOG,UNITED,CLT,VIE,3,0,negócios,inverno,6475.49,6531.52,7834.17,Preferiu aguardar e comprou depois
9TDMLR,AZUL,JNB,HND,4,2,histórico,verão,17176.31,19363.85,19361.48,Preferiu aguardar e comprou depois
E38GN6,AZUL,LGW,BRU,3,2,religioso,outono,5052.47,4432.85,3578.34,Não comprou
EPYCKO,AZUL,BOM,YVR,2,0,família,inverno,3983.16,4636.82,3968.02,Preferiu aguardar e comprou depois
ARRR9I,AIR FRANCE,BCN,LHR,3,1,romântico,inverno,4527.02,5384.40,5354.37,Comprou
F4C35L,DELTA,ICN,DEN,1,0,religioso,primavera,1575.19,1563.50,1619.81,Não comprou
5KUREM,KLM,LAX,LGW,3,2,aventura,inverno,5026.96,5038.02,5515.40,Preferiu aguardar e comprou depois
U2B9OE,QATAR,HND,PVG,2,2,romântico,primavera,2670.48,2512.99,2090.66,Não comprou
53OBPV,KLM,VIE,ATH,2,2,família,verão,2457.70,2680.92,3120.59,Comprou
TR0QBN,DELTA,LGA,ICN,4,1,histórico,primavera,11286.64,11649.03,12763.98,Preferiu aguardar e comprou depois
FBAVHN,UNITED,BOS,LAS,1,1,religioso,inverno,1761.64,1671.07,1750.08,Não comprou
F8PGDF,DELTA,DFW,ZRH,2,2,romântico,inverno,3747.73,3580.30,3734.35,Não comprou
YTMM8I,KLM,HND,DEN,1,1,família,verão,1844.34,1932.78,2076.38,Preferiu aguardar e comprou depois
DLKEHG,KLM,CDG,DEL,4,2,romântico,inverno,9206.12,8769.93,7710.24,Não comprou
1JWPOQ,EMIRATES,JFK,PVG,4,2,aventura,primavera,11043.25,12389.53,14260.27,Comprou
1G755S,DELTA,DOH,MAD,2,2,negócios,verão,6113.00,6397.18,6917.28,Preferiu aguardar e comprou depois
FMECK6,KLM,CDG,LHR,2,1,aventura,outono,2859.51,3073.61,3588.53,Comprou
G3HOFJ,GOL,CLT,IAH,1,1,família,primavera,1287.03,1053.03,958.76,Não comprou
XZ3I0Z,GOL,IAH,FCO,3,0,família,verão,7389.49,6645.94,6601.66,Não comprou
SAPAZE,AZUL,BOM,VIE,4,2,negócios,verão,10523.95,12510.28,12415.07,Preferiu aguardar e comprou depois
CWGCVI,QATAR,LGA,ZRH,4,2,família,inverno,11365.30,10558.87,10357.02,Não comprou
00A5SR,LATAM,MXP,ZRH,1,0,aventura,outono,1084.99,1181.54,1414.41,Preferiu aguardar e comprou depois
BNC78A,LATAM,VIE,YVR,2,2,negócios,outono,3102.59,3321.33,3087.64,Comprou
93UV21,QATAR,VIE,JFK,2,1,negócios,verão,4710.65,4383.05,4068.28,Não comprou
4Z9T7H,KLM,ZRH,DOH,3,2,aventura,inverno,5022.77,5808.18,6276.10,Comprou
O9DW0Q,AZUL,NRT,MAD,1,1,negócios,outono,1678.41,1766.79,2075.58,Preferiu aguardar e comprou depois
RZ0B3V,KLM,DEL,FCO,4,1,negócios,inverno,9396.91,8089.73,6780.11,Não comprou
MQ2KI0,AMERICAN,AMS,PVG,1,1,negócios,primavera,1173.35,1349.44,1603.68,Comprou
Y1WO4G,GOL,SFO,AKL,2,2,negócios,primavera,1560.48,1321.69,1470.64,Não comprou
QBI8Q0,KLM,CPT,SIN,4,2,religioso,verão,10158.08,8482.08,9640.63,Não comprou
VQHJ9F,LATAM,SIN,DXB,3,0,histórico,verão,8404.97,7001.69,7038.81,Não comprou
I9YAAN,LATAM,FCO,ICN,1,0,aventura,verão,1547.02,1819.00,1853.82,Comprou
3ZOJ2B,AMERICAN,IAH,BOS,1,2,religioso,primavera,1161.72,1152.97,1091.38,Não comprou
GHV64M,EMIRATES,FCO,NRT,1,0,aventura,outono,1135.85,1106.84,1235.38,Não comprou
3FR967,DELTA,LAX,CPT,4,2,histórico,verão,11631.19,10262.23,12226.86,Não comprou
RSU1X9,QATAR,ATL,LAS,3,0,negócios,verão,8866.63,8246.43,9809.90,Não comprou
FJR5MA,EMIRATES,CDG,ATH,3,0,histórico,verão,6532.31,7765.09,6387.77,Comprou
DEZ8DY,AIR FRANCE,DUB,MUC,3,1,negócios,inverno,5112.22,4440.35,4071.66,Não comprou
N3X77I,UNITED,SYD,FCO,2,0,aventura,primavera,3691.79,3791.17,3515.85,Preferiu aguardar e comprou depois
H5DXWD,AZUL,FRA,ORD,2,1,religioso,inverno,1765.45,1978.65,1962.96,Preferiu aguardar e comprou depois
DLTGEV,EMIRATES,MAD,DOH,4,1,aventura,inverno,11582.59,10549.79,11031.57,Não comprou
1XHYTO,GOL,SFO,BOM,1,1,histórico,outono,1651.76,1436.61,1550.76,Não comprou
NEY8KY,AIR FRANCE,ORD,LAX,3,0,romântico,inverno,8637.50,9759.64,10714.51,Comprou
0MPJJE,GOL,LAS,MUC,2,0,romântico,verão,5041.82,4173.15,4151.33,Não comprou
HUWV59,LATAM,SEA,SFO,2,2,aventura,inverno,3080.54,2765.13,2817.25,Não comprou
XB4924,AMERICAN,BRU,ICN,3,1,negócios,primavera,4283.82,3978.85,3803.21,Não comprou
V3NC8E,AZUL,MUC,FCO,4,1,religioso,primavera,11106.79,12787.92,10395.87,Preferiu aguardar e comprou depois
587YTX,AMERICAN,CDG,MEL,2,0,aventura,verão,3939.58,3884.71,3788.42,Não comprou
3WRQVV,AMERICAN,SFO,YYZ,1,2,romântico,outono,1162.84,1196.53,1000.45,Comprou
XP0W32,AIR FRANCE,HND,CLT,4,1,religioso,inverno,8321.88,9683.95,10194.19,Preferiu aguardar e comprou depois
0RI088,EMIRATES,BRU,ATH,4,2,aventura,outono,8188.25,9513.97,8831.19,Preferiu aguardar e comprou depois
5P51M3,UNITED,LGW,ORD,2,0,religioso,inverno,3914.85,3656.36,4105.88,Não comprou
N2KUPJ,AZUL,DUB,FRA,4,0,romântico,inverno,11670.33,11923.17,12956.43,Comprou
4VCPDR,AZUL,CLT,HND,2,2,romântico,outono,2877.20,3061.01,3154.48,Preferiu aguardar e comprou depois
ROP577,AZUL,DEL,BCN,2,2,romântico,primavera,3291.46,3925.84,3288.34,Comprou
XD2I5W,UNITED,IAH,BOS,1,2,negócios,primavera,1206.82,1092.11,1097.40,Não comprou
1KASCQ,GOL,DEL,FRA,4,0,histórico,inverno,15971.87,17757.22,21289.32,Comprou
6B0Q9B,EMIRATES,PEK,CDG,1,1,histórico,outono,1317.08,1399.05,1517.04,Comprou
9061W9,UNITED,ICN,CPT,2,0,aventura,outono,4805.45,5753.30,6422.70,Comprou
GZXBNE,UNITED,BOS,MIA,2,1,romântico,primavera,1593.53,1710.81,1477.36,Comprou
WD1JJS,AIR FRANCE,MAD,FCO,4,1,aventura,verão,15520.80,15240.23,15889.31,Não comprou
JOGHSC,KLM,NRT,JFK,4,1,negócios,outono,11985.57,12732.91,13028.05,Comprou
JS7DZ0,DELTA,ATL,BCN,3,0,histórico,inverno,7520.23,6860.88,7780.56,Não comprou
BPPRK6,UNITED,BOM,AKL,1,0,histórico,verão,1623.14,1915.66,2176.42,Comprou
KI1QRR,QATAR,DUB,LAS,4,2,família,primavera,9111.98,7940.46,8587.50,Não comprou
DVNTMQ,DELTA,LIS,LHR,3,1,histórico,verão,7796.62,8997.12,10636.08,Comprou
T6B98R,UNITED,PEK,YVR,4,1,romântico,outono,13255.53,14839.04,17398.24,Comprou
BQHAIO,KLM,FCO,PVG,4,1,romântico,verão,11250.48,10972.78,10219.48,Não comprou
DFWWDD,UNITED,MUC,BOS,3,2,romântico,outono,5360.72,4859.92,3937.14,Não comprou
YKDBEA,EMIRATES,MAD,YYZ,4,2,histórico,outono,11529.69,12948.22,14628.06,Preferiu aguardar e comprou depois
CALEUY,QATAR,LHR,BRU,1,1,religioso,inverno,1305.68,1288.94,1152.88,Não comprou
WHA0AR,LATAM,DEL,MUC,3,2,aventura,outono,5383.88,6316.29,7062.39,Comprou
6A1XKT,LATAM,MXP,LAS,2,1,romântico,primavera,1558.51,1686.52,1353.62,Comprou
T4W72T,GOL,BOM,DOH,4,0,histórico,verão,14453.68,17293.97,15625.25,Comprou
PUY1PX,AMERICAN,BOM,ATH,2,1,religioso,primavera,3739.16,3837.10,4515.49,Comprou
8ZGEQF,UNITED,SEA,EWR,4,0,família,primavera,10313.42,9586.24,10791.49,Não comprou
WOXTQP,AMERICAN,HND,JFK,2,1,religioso,primavera,2096.22,1764.98,2029.57,Não comprou
KHR9KV,GOL,FRA,HND,2,2,romântico,inverno,1915.36,1631.32,1346.73,Não comprou
LEAH0P,LATAM,CLT,DEL,4,2,religioso,primavera,8894.30,9854.29,9974.06,Comprou
Q6KHWH,GOL,VIE,PVG,4,0,aventura,outono,8237.76,7020.52,5671.81,Não comprou
ZC70PU,DELTA,ICN,JNB,4,2,religioso,verão,18037.05,19533.48,20129.68,Comprou
AF4451,EMIRATES,YYZ,HND,4,2,aventura,verão,10647.18,10991.56,8919.06,Preferiu aguardar e comprou depois
QP04EK,DELTA,JFK,BOS,2,0,negócios,outono,3988.45,3296.97,3771.91,Não comprou
RVUJN3,DELTA,AKL,PHX,1,2,aventura,primavera,914.59,812.47,830.29,Não comprou
DN60Q1,AMERICAN,MAD,JNB,3,2,aventura,primavera,3788.60,3216.33,3461.08,Não comprou
Q6TWHR,GOL,IAH,PHX,2,2,negócios,verão,4965.44,5613.20,6533.32,Preferiu aguardar e comprou depois
I9HP2T,QATAR,LAS,ORD,1,2,negócios,verão,1757.13,1418.92,1183.63,Não comprou
9OVYXD,KLM,PEK,MXP,3,2,romântico,primavera,5328.60,6169.88,5724.13,Comprou
VBJG1O,UNITED,LGW,ORD,2,2,religioso,verão,4674.51,4660.70,4763.15,Não comprou
SBOA6I,EMIRATES,JNB,BRU,1,0,histórico,outono,1076.91,880.81,780.83,Não comprou
ZZWFGQ,DELTA,SFO,MUC,4,0,religioso,inverno,13420.42,14407.28,17275.73,Comprou
IVIGVR,AIR FRANCE,EWR,PEK,2,1,romântico,verão,3481.85,3646.34,3034.46,Preferiu aguardar e comprou depois
N2YVKI,AIR FRANCE,DUB,LAX,4,0,religioso,outono,12485.75,12837.93,12962.94,Preferiu aguardar e comprou depois
177VJA,AIR FRANCE,LIS,IAH,4,0,religioso,inverno,8090.05,7922.57,9427.69,Não comprou
7HI1F3,AZUL,PEK,DEL,1,2,romântico,outono,1329.79,1406.68,1183.46,Comprou
QED7O7,KLM,ATL,YVR,2,1,negócios,outono,3841.67,3405.51,3595.18,Não comprou
JTAPY0,DELTA,FRA,ZRH,2,2,negócios,verão,3641.12,3232.56,3610.92,Não comprou
JJ6ENB,QATAR,MEL,HND,2,0,negócios,primavera,3883.32,3285.06,3720.06,Não comprou
DHPYHS,AIR FRANCE,DEL,DFW,2,0,religioso,primavera,3322.73,2904.16,3249.88,Não comprou
TVNXW2,UNITED,MAD,LAX,4,0,histórico,outono,9570.27,10630.52,10657.13,Comprou
3YZT2F,QATAR,LGA,PEK,4,2,histórico,inverno,8393.14,7988.98,9119.16,Não comprou
N6OC1J,UNITED,NRT,SIN,4,1,romântico,outono,9505.56,10433.62,10053.09,Preferiu aguardar e comprou depois
EEQQUB,AMERICAN,LAX,MAD,2,2,religioso,verão,4119.79,3570.87,3104.80,Não comprou
Z4N9C7,AIR FRANCE,PEK,EWR,2,0,família,inverno,4726.33,3901.95,3529.07,Não comprou
EA8LFY,AIR FRANCE,ZRH,MUC,3,0,aventura,inverno,4319.11,3479.13,3020.67,Não comprou
C6GVSC,DELTA,LGW,CPT,3,1,aventura,verão,7791.57,7128.67,6807.97,Não comprou
DWN776,LATAM,MXP,CPT,4,2,família,primavera,9544.73,7933.27,9352.32,Não comprou
BV0A6U,AIR FRANCE,BOM,PEK,4,0,aventura,primavera,12309.36,9999.10,11922.14,Não comprou
CRARZE,AMERICAN,BRU,SIN,3,1,aventura,primavera,5817.02,5363.41,4829.42,Não comprou
0VAO3Q,AMERICAN,CLT,JFK,2,2,histórico,inverno,3522.48,3072.45,3018.10,Não comprou
E0EQRA,QATAR,NRT,MXP,4,0,família,verão,19812.49,21038.45,19819.68,Comprou
JONIQ2,EMIRATES,LAX,LIS,2,1,histórico,verão,4160.47,4589.97,4412.70,Comprou
8JJA96,AMERICAN,SIN,DEL,2,1,histórico,verão,2498.40,2687.89,2587.21,Preferiu aguardar e comprou depois
SYI0Z7,EMIRATES,LAX,BCN,4,1,negócios,verão,15791.26,16460.59,15090.99,Preferiu aguardar e comprou depois
2KOBTJ,AZUL,ZRH,DXB,2,0,histórico,verão,3779.66,3836.60,4056.27,Preferiu aguardar e comprou depois
Z6FXU0,AIR FRANCE,FCO,SEA,4,0,histórico,primavera,10959.76,11695.44,12745.60,Preferiu aguardar e comprou depois
RT6UJK,UNITED,MEL,HKG,2,2,aventura,outono,1739.34,1521.98,1503.10,Não comprou
L4QVWW,AIR FRANCE,AMS,NRT,3,0,aventura,outono,6976.70,8351.19,9470.23,Comprou
ZLRE3X,LATAM,DXB,VIE,1,0,aventura,verão,1428.71,1596.05,1346.60,Comprou
EWGEDQ,QATAR,MAD,EWR,3,0,aventura,outono,5553.42,6456.26,5333.02,Preferiu aguardar e comprou depois
IYIVKQ,GOL,CLT,LGA,1,1,histórico,inverno,1054.81,1071.24,1170.43,Comprou
T1H4PV,DELTA,MUC,VIE,2,1,romântico,verão,4094.62,3486.31,3432.57,Não comprou
F6H6FZ,DELTA,ATH,LAS,3,0,romântico,outono,5271.16,5850.89,6175.16,Comprou
DRAJ8X,UNITED,LHR,LIS,1,1,histórico,outono,1433.97,1661.32,1340.63,Comprou
0QCUUH,KLM,BCN,ATL,2,0,família,outono,3497.50,3529.83,3944.26,Preferiu aguardar e comprou depois
2J7C4Y,DELTA,CPT,BOM,1,1,romântico,primavera,1443.89,1202.24,1169.84,Não comprou
8JRUK5,EMIRATES,JNB,DUB,2,1,romântico,primavera,2470.78,2083.47,2321.42,Não comprou
4QPDSB,AIR FRANCE,ATL,SFO,3,1,negócios,verão,7119.37,5817.92,5079.43,Não comprou
0XJ2VR,KLM,JNB,MUC,3,1,família,inverno,5956.30,5433.92,4622.86,Não comprou
0TX7BQ,AZUL,LAX,ICN,4,0,religioso,primavera,6584.85,6790.75,7575.97,Preferiu aguardar e comprou depois
21N6EC,DELTA,MAD,DXB,3,0,religioso,inverno,6204.50,6509.49,7186.57,Preferiu aguardar e comprou depois
1I5NFJ,AMERICAN,BRU,PVG,2,1,histórico,primavera,3331.73,3986.22,4186.42,Preferiu aguardar e comprou depois
YZ6DK2,GOL,SFO,IAH,3,0,religioso,inverno,7253.27,7933.79,7546.31,Comprou
KUPHJZ,LATAM,LHR,CLT,2,1,histórico,inverno,2705.47,3109.94,3484.78,Comprou
8HHE3S,QATAR,DUB,AMS,4,1,histórico,outono,13562.30,13546.92,15285.71,Não comprou
HF34II,AZUL,DFW,AKL,2,2,histórico,primavera,1508.39,1710.86,1755.20,Comprou
OOWAGB,QATAR,EWR,YVR,2,0,negócios,outono,4555.33,4724.65,5141.04,Preferiu aguardar e comprou depois
B30WDG,QATAR,LGA,AMS,2,1,religioso,verão,6417.00,6629.40,5387.53,Preferiu aguardar e comprou depois
H0FCB8,QATAR,LIS,ICN,3,0,aventura,primavera,5402.09,4580.80,4390.45,Não comprou
JRIMYF,DELTA,DFW,JFK,1,2,histórico,outono,1337.28,1271.88,1408.13,Não comprou
TXUZJT,AMERICAN,DEL,JFK,4,2,histórico,outono,7013.93,6753.73,7049.38,Não comprou
MA1CDK,QATAR,LGA,DEN,1,2,histórico,inverno,1703.41,1551.47,1269.05,Não comprou
5K8JF0,LATAM,CPT,IAH,2,1,negócios,primavera,2842.45,2759.73,2781.31,Não comprou
2ALRTF,GOL,MIA,DFW,2,1,negócios,outono,1776.73,1639.68,1657.66,Não comprou
BMV0BG,DELTA,AKL,EWR,2,0,negócios,verão,3236.41,3056.62,2824.34,Não comprou
XB1TUB,QATAR,SEA,CLT,3,0,romântico,primavera,4499.05,4314.73,4910.53,Não comprou
